data_rho1;data_rho2;data_rho3;data_rho4;data_rho5;data_rho6;data_rho7;data_rho8;data_rho9;data_rho10;data_rho11;data_rho12;data_rho13;data_rho14;data_rho15;data_rho16;data_rho17;data_rho18;data_rho19;data_rho20;data_rho21;data_rho22;data_rho23;data_rho24;data_rho25;data_rho26;data_rho27;data_rho28;data_rho29;data_rho30;data_rho31;data_rho32;data_rho33;data_rho34;data_rho35;data_rho36;data_rho37;data_rho38;data_rho39;data_rho40;data_rho41;data_rho42;data_rho43;data_rho44;data_rho45;data_rho46;data_rho47;data_rho48;data_rho49;data_rho50;data_rho51;data_rho52;data_rho53;data_rho54;data_rho55;data_rho56;data_rho57;data_rho58;data_rho59;data_rho60;data_rho61;data_rho62;data_rho63;data_rho64;data_rho65;data_rho66;data_rho67;data_rho68;data_rho69;data_rho70;data_rho71;data_rho72;data_rho73;data_rho74;data_rho75;data_rho76;data_rho77;data_rho78;data_rho79;data_rho80;data_rho81;data_rho82;data_rho83;data_rho84;data_rho85;data_rho86;data_rho87;data_rho88;data_rho89;data_rho90;data_rho91;data_rho92;data_rho93;data_rho94;data_rho95;data_rho96;data_rho97;data_rho98;data_rho99;data_rho100;data_rho101;data_rho102;data_rho103;data_rho104;data_rho105;data_rho106;data_rho107;data_rho108;data_rho109;data_rho110;data_rho111;data_rho112;data_rho113;data_rho114;data_rho115;data_rho116;data_rho117;data_rho118;data_rho119;data_rho120;data_rho121;data_rho122;data_rho123;data_rho124;data_rho125;data_rho126;data_rho127;data_rho128;data_rho129;data_rho130;data_rho131;data_rho132;data_rho133;data_rho134;data_rho135;data_rho136;data_rho137;data_rho138;data_rho139;data_rho140;data_rho141;data_rho142;data_rho143;data_rho144;data_rho145;data_rho146;data_rho147;data_rho148;data_rho149;data_rho150;data_rho151;data_rho152;data_rho153;data_rho154;data_rho155;data_rho156;data_rho157;data_rho158;data_rho159;data_rho160;data_rho161;data_rho162;data_rho163;data_rho164;data_rho165;data_rho166;data_rho167;data_rho168;data_rho169;data_rho170;data_rho171;data_rho172;data_rho173;data_rho174;data_rho175;time;volt;current;Volume;Aspect_Ratio;Integr_Surface_Area;centred_z;ST
0.898461236;0.899585644;0.898535047;0.898646476;0.896548833;0.895597259;0.892372819;0.887874514;0.883933445;0.878806934;0.876400467;0.871435673;0.865359427;0.860073768;0.853566746;0.845856235;0.841764377;0.834040738;0.827477276;0.822038436;0.815336024;0.809710271;0.802777791;0.796877382;0.791306553;0.785707615;0.780398638;0.774443953;0.76869762;0.764171758;0.760793886;0.754825481;0.750798307;0.746848258;0.743653982;0.742017948;0.737918621;0.7348437;0.732762594;0.731651955;0.73149537;0.728939689;0.730675656;0.730018217;0.730307303;0.731543485;0.730384643;0.731964264;0.734279713;0.735994531;0.738106316;0.738942442;0.743669093;0.745932883;0.749235716;0.753621763;0.757290809;0.76207889;0.766135196;0.771381089;0.777528948;0.78162237;0.786591381;0.792903807;0.800683284;0.805364982;0.811477098;0.818774304;0.823778854;0.82989394;0.834757853;0.843185902;0.847981086;0.856429881;0.86121266;0.867240354;0.872017786;0.876176192;0.880237423;0.886317625;0.888560982;0.891376997;0.895296532;0.896951803;0.896396093;0.896999341;0.898760853;0.89834686;0.89909522;0.897670176;0.89404764;0.891557868;0.889797918;0.886571897;0.882906335;0.878670101;0.873088333;0.868806504;0.863228705;0.858911836;0.850853156;0.846516961;0.839948428;0.83410652;0.826068891;0.821569908;0.815805495;0.808770503;0.802811695;0.797166787;0.791667763;0.785915011;0.779817019;0.775675064;0.769444412;0.765665853;0.760384532;0.755993821;0.751600422;0.747361783;0.745632245;0.742222653;0.737697544;0.736782414;0.733402469;0.731021556;0.729614254;0.729163816;0.726310827;0.727752343;0.726794351;0.726777884;0.727702875;0.726229155;0.729050184;0.729468313;0.73084106;0.733186671;0.733091401;0.737408673;0.739275893;0.742160078;0.746102189;0.750320067;0.753601838;0.758196116;0.763466689;0.767748813;0.771923523;0.777561272;0.784150866;0.789355025;0.795559049;0.800432057;0.80841771;0.813340214;0.819058259;0.825896204;0.831485523;0.83824697;0.843772363;0.850515315;0.856020918;0.860304124;0.865747018;0.872116779;0.878090984;0.880880335;0.886818729;0.889049232;0.891723049;0.894174;0.897755858;0.899142598;0.90079959;184.057586;8;0.27;2.475611343;0.80961183;6.652372376;-1.661666667;72.8
0.910127002;0.907926181;0.906895178;0.907034983;0.904978527;0.902744124;0.898741749;0.895423293;0.890990021;0.887622117;0.882400574;0.877002129;0.872875012;0.865034016;0.858471719;0.851790675;0.844181608;0.838827233;0.829974081;0.824410734;0.817699085;0.809787061;0.804486213;0.799234328;0.791978545;0.785702096;0.779499229;0.773619077;0.767759028;0.762797603;0.758953213;0.753061076;0.750772837;0.746821289;0.741915306;0.740296379;0.736212268;0.733149598;0.731077965;0.729974207;0.729824097;0.727272723;0.727677592;0.728353577;0.728638751;0.72652822;0.728701233;0.728474491;0.732576223;0.734277579;0.735397563;0.73719054;0.741895859;0.744132684;0.747406652;0.75176192;0.757250045;0.760147373;0.765630193;0.771134941;0.77582599;0.782486331;0.788384076;0.795047589;0.80076012;0.80728164;0.813845725;0.821132459;0.826141302;0.832264329;0.839533346;0.847583465;0.852827045;0.861321735;0.866159119;0.872245921;0.87709267;0.88324011;0.888052875;0.892084021;0.896515438;0.899915076;0.901902828;0.905131492;0.904781606;0.905357677;0.907099791;0.906679046;0.907433179;0.906022644;0.90242465;0.899973259;0.898419989;0.894118534;0.889189592;0.884332632;0.880528045;0.874214205;0.868873452;0.863955954;0.857391038;0.851436288;0.845795738;0.838936477;0.830862971;0.823957687;0.81818046;0.812139429;0.805170808;0.799565263;0.794024116;0.78815607;0.782182197;0.776534955;0.770446064;0.765651615;0.760365934;0.75601249;0.752470422;0.748356141;0.744342962;0.741392994;0.736982366;0.735069034;0.731702288;0.729333793;0.727936849;0.727492906;0.725631442;0.726085449;0.725127152;0.725109711;0.726031403;0.724551541;0.727362809;0.727768;0.729127869;0.731458485;0.734784275;0.735642682;0.740078492;0.74348956;0.747744485;0.749271329;0.755452701;0.759027335;0.763755343;0.769639265;0.772867909;0.779943427;0.786521577;0.791718265;0.797916902;0.803904901;0.810848992;0.818068768;0.823801993;0.830662646;0.836285669;0.843079729;0.848648733;0.855443023;0.861397335;0.867853405;0.873458016;0.880393787;0.884710239;0.88951962;0.893323642;0.898903478;0.900266923;0.902571099;0.906121494;0.907485591;0.909113391;185.0576031;8;0.27;2.518976724;0.8003663;6.692557336;-1.61;72.8
0.903443117;0.904532947;0.903453403;0.903541202;0.901430061;0.900466457;0.897240983;0.893944639;0.889841217;0.884408232;0.880286126;0.874881099;0.870743488;0.862883981;0.858748649;0.850950311;0.844379857;0.838984465;0.832357217;0.82449641;0.81774531;0.812080997;0.805111728;0.79917967;0.791890007;0.787955317;0.780229347;0.775836804;0.771247189;0.766629679;0.760921683;0.757119455;0.752236436;0.748460416;0.745743225;0.741024119;0.739892436;0.73676543;0.734635951;0.733480311;0.729925703;0.73068625;0.729049097;0.728359514;0.728613016;0.729812471;0.731965142;0.731720648;0.732425608;0.734093546;0.73674479;0.740406776;0.741606347;0.746859893;0.750644609;0.754839412;0.757614989;0.763446922;0.767494688;0.772731983;0.777712913;0.782957294;0.788487751;0.79532586;0.800795123;0.807283687;0.812810092;0.821063873;0.826038604;0.832124429;0.839355691;0.845363478;0.852567343;0.858564358;0.865815379;0.869342753;0.876427454;0.880166654;0.88494604;0.888920267;0.893137106;0.896735157;0.898279789;0.901373125;0.901541741;0.90208837;0.903799083;0.903341738;0.900717467;0.899423505;0.898950707;0.896442516;0.891685879;0.889208452;0.885467592;0.880537433;0.876260823;0.870253092;0.864819261;0.859312725;0.853681268;0.846821183;0.841187539;0.834328179;0.828457861;0.821707633;0.813538387;0.808833483;0.801258038;0.79553573;0.789261644;0.783986069;0.777327449;0.771621175;0.767037217;0.761061511;0.756313251;0.752716247;0.7496642;0.745103764;0.741106079;0.738167325;0.736245966;0.731851421;0.728482502;0.726107933;0.724700777;0.724242388;0.72472091;0.72279465;0.721810923;0.7217621;0.722647826;0.724474058;0.723894945;0.724253132;0.725557982;0.727827355;0.731086159;0.732659912;0.73717442;0.739994667;0.743867619;0.748156555;0.751214682;0.756016014;0.759268202;0.765081502;0.772076844;0.776496783;0.781868585;0.787044738;0.793214359;0.800409752;0.806289927;0.8132392;0.818919894;0.825718606;0.833674918;0.837986927;0.844728671;0.851035416;0.858132208;0.864898651;0.870417675;0.874637443;0.880165027;0.884343666;0.888784089;0.89231969;0.896954231;0.899339124;0.902711451;0.904196545;0.903361521;186.0575707;8;0.27;2.495709507;0.803308824;6.964499654;-1.626666667;72.8
0.906748363;0.907771865;0.906632495;0.906663034;0.904496531;0.901914898;0.900214884;0.895033043;0.89083744;0.887929956;0.883676568;0.878150279;0.871396316;0.865931112;0.859248387;0.853799881;0.847139459;0.839272086;0.832577137;0.827016344;0.819594683;0.812562922;0.807050264;0.799081468;0.794100074;0.787739892;0.78234449;0.777903123;0.771989339;0.766982107;0.760401672;0.757171692;0.752924656;0.749078669;0.746295425;0.741047668;0.740315707;0.73712655;0.734936396;0.733721311;0.730522909;0.730811682;0.729118923;0.728374403;0.728573107;0.729716301;0.731811534;0.731508977;0.732155006;0.73402913;0.736355703;0.739955088;0.742321933;0.746777132;0.749994868;0.754293385;0.756009499;0.762570738;0.766534227;0.771700079;0.778017046;0.782869963;0.788677483;0.795454433;0.800860646;0.807291229;0.812404083;0.81857984;0.825854091;0.831873076;0.839036505;0.844972964;0.85210843;0.858031119;0.862719329;0.869101659;0.873592803;0.879306748;0.884004308;0.889475946;0.891050154;0.895241469;0.897533545;0.89906778;0.901743952;0.902222581;0.900527938;0.903334871;0.900642932;0.899110576;0.898736069;0.896160896;0.891883842;0.887616972;0.884975287;0.879974775;0.874556455;0.870138699;0.86442574;0.859502719;0.854276275;0.847341767;0.841635353;0.834700578;0.828945381;0.821948693;0.816079806;0.808943347;0.802883849;0.797496057;0.791545138;0.786000998;0.779504223;0.773752391;0.768150591;0.7626503;0.757249755;0.753570875;0.750990109;0.74580743;0.741979206;0.738731827;0.736748237;0.733880822;0.73228862;0.729825036;0.72833642;0.727804247;0.724866363;0.726222526;0.725176967;0.725070969;0.725905923;0.724340301;0.727063423;0.727380661;0.72864835;0.730884939;0.734115125;0.734878636;0.740153798;0.742954321;0.746810626;0.748718716;0.754136739;0.757588308;0.762184366;0.767999114;0.77234337;0.779429733;0.785024157;0.79184755;0.795893283;0.802730788;0.808551101;0.815445586;0.823447271;0.830204041;0.835715466;0.842404037;0.847859911;0.854535136;0.859980851;0.866695827;0.872169543;0.878433343;0.882118755;0.886854866;0.89146009;0.896076789;0.898077468;0.902920487;0.904169922;0.907618532;0.906711259;187.0575206;8;0.27;2.504647106;0.803308824;6.991978656;-1.626666667;72.8
0.903377226;0.900943335;0.903015349;0.899558172;0.898110556;0.896068097;0.892627133;0.890293848;0.885592731;0.881945478;0.877345505;0.871791175;0.867507452;0.861968896;0.855212634;0.849686622;0.842940725;0.83737735;0.830581162;0.822551054;0.817881903;0.810787317;0.805025085;0.798929037;0.791477727;0.787380474;0.779496973;0.77604746;0.770046314;0.76528181;0.761678913;0.75548482;0.753772844;0.749690619;0.743848217;0.741871478;0.739929311;0.737741863;0.735450702;0.734137275;0.731459606;0.731034126;0.72924487;0.728405309;0.731238299;0.72955923;0.731559114;0.731161392;0.733902697;0.736623336;0.738478864;0.739202293;0.743687504;0.745804792;0.74890761;0.753085037;0.758388851;0.761105194;0.764931371;0.769932461;0.776186681;0.780911165;0.786629334;0.79331332;0.798623515;0.804951762;0.812315086;0.81838882;0.823180921;0.829077865;0.836113185;0.841919621;0.848910857;0.854686629;0.859701153;0.864990303;0.871291286;0.875292043;0.879792323;0.88346653;0.888431237;0.891029261;0.894713894;0.896167492;0.895623043;0.899113932;0.897308985;0.896668216;0.897191246;0.895536128;0.895034265;0.892327022;0.888366504;0.886860361;0.881068253;0.876636136;0.873486738;0.868373998;0.862745469;0.858080791;0.852803957;0.84576878;0.839963484;0.835340987;0.827075058;0.822355716;0.816378202;0.809134376;0.802972846;0.79786291;0.79142218;0.785996003;0.781555823;0.775715402;0.770039528;0.766863393;0.761408549;0.756845054;0.752314015;0.750392544;0.745965682;0.742383587;0.739656856;0.736500483;0.73409301;0.733771981;0.732161375;0.72814996;0.728465651;0.728233646;0.728574028;0.728373985;0.729117164;0.727464095;0.730103959;0.730342841;0.731535046;0.733697521;0.736854175;0.740205999;0.742752496;0.745487565;0.749279742;0.752180652;0.756482339;0.759872312;0.764727261;0.770163382;0.775185417;0.780614844;0.786999703;0.792003477;0.797761467;0.802675711;0.809585546;0.815182215;0.822601328;0.827327628;0.835115008;0.839259184;0.847014562;0.853562001;0.858881831;0.862927808;0.869874244;0.874831706;0.879608092;0.884141151;0.886684583;0.890520568;0.894380272;0.89659335;0.899945559;0.901099723;0.902970481;188.0575426;8;0.27;2.483404471;0.8099631;8.277154678;-1.65;72.8
0.903412079;0.904426279;0.903272171;0.90257721;0.901094815;0.896658151;0.89514973;0.891110194;0.88826636;0.882990542;0.878608112;0.87551862;0.868958134;0.863513514;0.856852181;0.851419678;0.84476853;0.83691181;0.832597706;0.824664379;0.817846467;0.812109209;0.805076061;0.799072512;0.79408603;0.787720245;0.781459566;0.777872964;0.77195376;0.766940961;0.760354245;0.757952381;0.752987864;0.749135378;0.746345885;0.742778335;0.740354311;0.737159486;0.734963798;0.733743291;0.733481317;0.730823722;0.732462894;0.731709566;0.731903915;0.733047181;0.731797525;0.733971093;0.735513088;0.737139291;0.739752092;0.740599749;0.744550053;0.746724349;0.749935743;0.754227658;0.759652923;0.762490826;0.766446629;0.771734169;0.777991439;0.782892917;0.788694788;0.795466159;0.800867301;0.807291916;0.812399266;0.818569501;0.825837262;0.831850151;0.839007394;0.844938039;0.852066576;0.857982654;0.862663519;0.868588651;0.873663775;0.879130213;0.882062371;0.887257625;0.891094321;0.893776677;0.896824302;0.899092671;0.898410148;0.900573738;0.900533778;0.900001543;0.900636443;0.89909757;0.895364064;0.892766234;0.891302311;0.887566537;0.882035751;0.879924047;0.874640612;0.869484959;0.863971573;0.857534871;0.851848152;0.847389246;0.839246114;0.834734543;0.826580104;0.821970679;0.816095705;0.808953686;0.802888666;0.797648323;0.791538483;0.786130762;0.779486916;0.773729431;0.768912659;0.765034861;0.759653027;0.75515999;0.751061139;0.74631969;0.744482499;0.740962194;0.736794205;0.735791864;0.732322974;0.729853819;0.728360427;0.727822888;0.728227882;0.726230645;0.725179886;0.725068775;0.725899106;0.727673676;0.72704611;0.727358004;0.728620254;0.731111575;0.734076497;0.736217823;0.740103286;0.742897539;0.746747322;0.748770547;0.754060322;0.757504349;0.762092443;0.767768779;0.772367758;0.777905041;0.784394158;0.789498356;0.795598803;0.800959151;0.807658101;0.815430617;0.821047549;0.827101751;0.833280216;0.839938767;0.845365202;0.852006239;0.857418455;0.864091852;0.86872277;0.874965129;0.879074143;0.88344931;0.888569309;0.892565024;0.893903263;0.898815117;0.899688941;0.900953134;0.903379674;189.0575521;8;0.27;2.491742054;0.8099631;6.662499929;-1.65;72.8
0.903401612;0.904384571;0.903198197;0.900260835;0.899429998;0.896490287;0.893128584;0.890877757;0.886256999;0.883188999;0.878977926;0.873481729;0.869255139;0.861302657;0.85707899;0.849188782;0.842527423;0.837041494;0.830322473;0.824262734;0.815658896;0.80976602;0.805061329;0.79902975;0.792138932;0.786418968;0.779808556;0.77478508;0.768888766;0.76428867;0.760712017;0.754606883;0.751967039;0.747919504;0.743065498;0.741311766;0.738245875;0.737322248;0.735099213;0.733583024;0.730208992;0.73088322;0.729159428;0.728384037;0.728551908;0.729664184;0.731728291;0.731395019;0.732011688;0.733589295;0.736147442;0.739712794;0.740816369;0.745403729;0.749643555;0.753262882;0.755970306;0.762040783;0.766017504;0.771119778;0.775790389;0.781051936;0.786406574;0.793160541;0.798540733;0.804937393;0.810014063;0.817423568;0.823386014;0.829359297;0.836472076;0.842353119;0.846996806;0.855287774;0.862373476;0.865893394;0.870401186;0.876256424;0.880861245;0.886303243;0.888655889;0.890552042;0.89433373;0.895848648;0.898503626;0.898954371;0.90039817;0.900001543;0.897268753;0.895690947;0.895270582;0.892639905;0.889732318;0.8854787;0.881269355;0.878156058;0.872423604;0.86800739;0.862289439;0.857837855;0.852116947;0.84516746;0.839445705;0.834811685;0.826716919;0.819870642;0.813804668;0.809004782;0.802912471;0.797871531;0.789623812;0.783779979;0.779401388;0.773615964;0.76875395;0.762635823;0.759459633;0.754938476;0.75141293;0.746189772;0.744178404;0.740628028;0.737021369;0.735989876;0.732493193;0.729998652;0.728479063;0.727915009;0.724945706;0.72627077;0.725194925;0.725060762;0.725865418;0.727614175;0.726960553;0.727246035;0.731745779;0.731551014;0.733885602;0.738104593;0.739853668;0.742616935;0.746435104;0.75135682;0.753682678;0.759142392;0.761859828;0.767916914;0.774474885;0.778729252;0.784460271;0.791191532;0.795612669;0.802713075;0.808500623;0.815358194;0.820948198;0.82765664;0.833117187;0.839746593;0.84514068;0.851748467;0.857123644;0.863758945;0.869150101;0.875256831;0.878944436;0.883678323;0.888036342;0.891986888;0.894399557;0.89813625;0.89975968;0.900993937;0.903389288;190.0575292;8;0.271;2.484018827;0.806273063;6.921489246;-1.626666667;72.8
0.906830652;0.908036954;0.907078504;0.907292222;0.905312139;0.901388188;0.897973642;0.895981191;0.891623096;0.888176289;0.881543216;0.876235191;0.872192239;0.864431143;0.860389965;0.85268912;0.846214307;0.838528993;0.832010177;0.826620729;0.819968928;0.812689246;0.807360006;0.799340482;0.794518415;0.788314682;0.782338525;0.776386454;0.77060893;0.765734388;0.761820698;0.756184989;0.753997894;0.747568461;0.744864609;0.743273319;0.739221177;0.736193466;0.734160053;0.733098011;0.732991321;0.730487829;0.728941229;0.73167572;0.728687565;0.729977996;0.732222062;0.732068768;0.732866397;0.734629195;0.737378244;0.741141765;0.74244501;0.745677233;0.749347617;0.752531508;0.758101057;0.761077552;0.767619883;0.77075173;0.777222549;0.782231582;0.788194574;0.795127938;0.800693726;0.807284294;0.812560261;0.81890201;0.826345634;0.832537749;0.837482982;0.843586254;0.850885915;0.856978432;0.864326464;0.870463833;0.87518875;0.878964;0.883840477;0.888034516;0.892227608;0.895659336;0.896648362;0.898365049;0.901223381;0.901881945;0.901172164;0.903359233;0.900846197;0.89949397;0.897708102;0.896781958;0.892261467;0.888714878;0.886269933;0.881452931;0.877406652;0.871398801;0.86501761;0.860746841;0.855209937;0.848445011;0.842905263;0.836140445;0.830544208;0.823709132;0.81800181;0.811027385;0.805130989;0.800284914;0.793788264;0.786657449;0.782397872;0.776512118;0.77217067;0.767280481;0.762501389;0.758881543;0.753060977;0.747992248;0.747262736;0.742988501;0.738941531;0.738070305;0.734737339;0.732403768;0.731044856;0.730644813;0.727843215;0.729336962;0.728433617;0.72847385;0.729457979;0.728045263;0.730930873;0.731416109;0.732859542;0.735279862;0.737610888;0.739663107;0.741893291;0.745334393;0.748634357;0.753791163;0.756351772;0.762634845;0.765501501;0.770885896;0.776433287;0.782105083;0.788717756;0.793993248;0.800223993;0.80518926;0.811179393;0.818247418;0.824051025;0.830983065;0.839083798;0.843547092;0.849192279;0.856064913;0.861714095;0.868640818;0.873933171;0.878742005;0.884108052;0.888991743;0.891803683;0.896083756;0.899859464;0.902339306;0.905963384;0.907402206;0.906676232;191.0575292;8;0.271;2.511305362;0.806985294;6.862610865;-1.65;72.8
0.905110262;0.902864581;0.905129757;0.90186658;0.900168407;0.898775216;0.895536955;0.89341237;0.888922237;0.884393365;0.880271217;0.874865803;0.870728917;0.863924576;0.858738867;0.850945586;0.846776183;0.838980193;0.832353964;0.826859727;0.820103566;0.813138763;0.807469735;0.801542289;0.794260187;0.787960444;0.782625025;0.778247615;0.773181901;0.768525646;0.763405354;0.758948841;0.754037423;0.750236659;0.747498114;0.74578242;0.74161076;0.73920807;0.736859165;0.735161004;0.734955059;0.732354936;0.734052494;0.733359924;0.733617131;0.733152972;0.733643676;0.735611142;0.737504528;0.739208449;0.74190319;0.742147499;0.746875008;0.749144022;0.752456805;0.756856834;0.760094544;0.765357738;0.769444971;0.774726587;0.780103788;0.785054841;0.790856363;0.796460929;0.803152632;0.80907693;0.81481852;0.821067942;0.828411682;0.834509267;0.839360972;0.845369878;0.852577963;0.858576279;0.865825261;0.870071801;0.87461122;0.880178115;0.884966082;0.888405553;0.892277772;0.895024246;0.898301828;0.900473945;0.899861148;0.900416433;0.902130887;0.901674055;0.902386541;0.899398332;0.897276109;0.894763393;0.893385791;0.889186036;0.883752549;0.879254043;0.874902785;0.871871488;0.866206042;0.859300536;0.853672465;0.848683852;0.841183107;0.836729605;0.828635198;0.82408257;0.81827122;0.811192902;0.805197081;0.798131096;0.793978583;0.786738349;0.782077499;0.776392829;0.771661569;0.76694411;0.762069499;0.758168605;0.752167045;0.75055719;0.746478413;0.743467907;0.739197604;0.737034777;0.733618585;0.73120266;0.729763375;0.729280192;0.729741006;0.727801883;0.729623272;0.726761392;0.727655317;0.729496552;0.728938029;0.731164541;0.732953292;0.732970555;0.736278301;0.737964463;0.742487402;0.745380758;0.749336239;0.750703924;0.756877367;0.760446877;0.765172507;0.769815349;0.77445909;0.7800525;0.7866004;0.791760909;0.79793094;0.805122768;0.808652478;0.815609427;0.821300353;0.828113033;0.836086353;0.840419085;0.846621789;0.852650022;0.858147073;0.864909998;0.870431254;0.876013228;0.880180302;0.884616539;0.889889456;0.893999268;0.895263973;0.897656249;0.901188725;0.902526395;0.905026922;192.0575268;8;0.271;2.50514499;0.810313076;6.682599426;-1.641666667;72.8
0.900128731;0.901256648;0.90021121;0.900330629;0.898243558;0.89558281;0.894093605;0.889208951;0.887530491;0.882549456;0.878205717;0.873162245;0.866595266;0.861298256;0.857219079;0.849481585;0.842960847;0.837616696;0.831036851;0.825586324;0.818871784;0.813244782;0.80631432;0.800421427;0.795536531;0.78927948;0.783989766;0.778415664;0.772580962;0.767975337;0.764525911;0.758493444;0.754622073;0.753309463;0.747703071;0.745491506;0.741573508;0.741672452;0.739541369;0.735018161;0.734847281;0.73562526;0.734012135;0.733353049;0.733643677;0.73488595;0.733737268;0.736899165;0.737667311;0.739406583;0.742138271;0.742421291;0.747187857;0.749496467;0.752850318;0.757293876;0.761011033;0.76468237;0.769255504;0.774731957;0.778722423;0.785801978;0.789560853;0.796430262;0.801934952;0.808462189;0.813677341;0.819958858;0.824969492;0.831090701;0.838357153;0.844398533;0.849205522;0.855212506;0.86246753;0.86773579;0.872349074;0.876805782;0.880996956;0.884990611;0.886970274;0.890212386;0.893597978;0.895263641;0.896174785;0.8953268;0.897092226;0.89668037;0.897428569;0.896001391;0.892374162;0.889878009;0.888512021;0.884871298;0.881520516;0.877312509;0.87175855;0.867501148;0.861943521;0.857646609;0.852081439;0.845282982;0.839705543;0.832894454;0.827259019;0.822752541;0.816985308;0.809948525;0.803992067;0.797134911;0.792846696;0.785888704;0.781009053;0.775651277;0.772391208;0.766882154;0.761610389;0.757848642;0.755288341;0.750135216;0.746098762;0.743128247;0.74118329;0.736772585;0.736822456;0.734416183;0.732988595;0.732521097;0.729655255;0.731087515;0.730126304;0.730111817;0.731043182;0.729579885;0.73241439;0.732850113;0.734245356;0.736618585;0.737142481;0.740913924;0.742823927;0.745757087;0.749754675;0.754054818;0.757385499;0.761004197;0.765780414;0.770823414;0.775496596;0.781118742;0.785329164;0.792237224;0.796736923;0.803970284;0.809893989;0.814527698;0.821919021;0.827096092;0.832697152;0.839467278;0.845005654;0.851763936;0.857287294;0.862101782;0.867503591;0.873865735;0.877710244;0.882594768;0.886426245;0.890500702;0.893403654;0.895847434;0.899424976;0.899398826;0.900019524;193.0575228;8;0.272;2.486230857;0.814814815;6.919607865;-1.658333333;72.8
0.903477579;0.904640924;0.903637212;0.902320345;0.901610547;0.897478493;0.895363952;0.892236894;0.888779536;0.88443135;0.879413028;0.874095978;0.870043059;0.864739175;0.858214824;0.852916839;0.846403556;0.838681375;0.832126283;0.826701019;0.820013964;0.813646911;0.807512366;0.80164835;0.794429861;0.788192914;0.782975597;0.778608539;0.774073123;0.769465809;0.763957235;0.759987217;0.755125091;0.751372429;0.748681378;0.747013089;0.742891719;0.739800418;0.737708934;0.736594221;0.736441761;0.733896274;0.732313017;0.735014875;0.731997417;0.733262883;0.735486182;0.735316444;0.73610183;0.737856506;0.740601452;0.744364756;0.74567219;0.748666266;0.752260953;0.755798233;0.761389146;0.764395436;0.768530301;0.773861841;0.779781634;0.784741132;0.79066249;0.795806263;0.803084715;0.808540255;0.814806438;0.821198832;0.826240585;0.832396571;0.839701891;0.845785853;0.850635356;0.856686687;0.863691519;0.867568524;0.872385026;0.877624334;0.883328796;0.884859613;0.890053803;0.892888801;0.896827429;0.897021437;0.897977324;0.898609995;0.90040085;0.900018144;0.897465348;0.896069674;0.895828092;0.893380152;0.892033546;0.887919351;0.88255161;0.878192661;0.873813503;0.86841554;0.86541644;0.858598148;0.853051089;0.847841034;0.842415506;0.836338417;0.830706267;0.823835896;0.818093089;0.811128445;0.805151334;0.800272709;0.794064396;0.78886782;0.782287208;0.777162488;0.773892955;0.768264906;0.763031383;0.759342952;0.756783258;0.751634077;0.747603026;0.744639516;0.742702221;0.738419984;0.738364105;0.735972053;0.734560475;0.734110867;0.731264938;0.72938113;0.731780793;0.731790615;0.729761177;0.731316803;0.734184296;0.734655768;0.736089598;0.738504383;0.738465889;0.742889769;0.744848881;0.747838076;0.751895847;0.755047568;0.75966208;0.763352816;0.768122225;0.771878722;0.777613373;0.782210769;0.787952052;0.794035329;0.799325996;0.805165387;0.81112097;0.818156139;0.823923785;0.83081935;0.836475164;0.843308298;0.84891456;0.853268476;0.858846304;0.865694586;0.87074867;0.875619688;0.880932571;0.885519587;0.888363555;0.892520601;0.89664393;0.89910106;0.899357378;0.901806688;0.903346717;194.0575047;8;0.273;2.503023222;0.813653137;6.641425139;-1.683333333;72.8
