data_rho1;data_rho2;data_rho3;data_rho4;data_rho5;data_rho6;data_rho7;data_rho8;data_rho9;data_rho10;data_rho11;data_rho12;data_rho13;data_rho14;data_rho15;data_rho16;data_rho17;data_rho18;data_rho19;data_rho20;data_rho21;data_rho22;data_rho23;data_rho24;data_rho25;data_rho26;data_rho27;data_rho28;data_rho29;data_rho30;data_rho31;data_rho32;data_rho33;data_rho34;data_rho35;data_rho36;data_rho37;data_rho38;data_rho39;data_rho40;data_rho41;data_rho42;data_rho43;data_rho44;data_rho45;data_rho46;data_rho47;data_rho48;data_rho49;data_rho50;data_rho51;data_rho52;data_rho53;data_rho54;data_rho55;data_rho56;data_rho57;data_rho58;data_rho59;data_rho60;data_rho61;data_rho62;data_rho63;data_rho64;data_rho65;data_rho66;data_rho67;data_rho68;data_rho69;data_rho70;data_rho71;data_rho72;data_rho73;data_rho74;data_rho75;data_rho76;data_rho77;data_rho78;data_rho79;data_rho80;data_rho81;data_rho82;data_rho83;data_rho84;data_rho85;data_rho86;data_rho87;data_rho88;data_rho89;data_rho90;data_rho91;data_rho92;data_rho93;data_rho94;data_rho95;data_rho96;data_rho97;data_rho98;data_rho99;data_rho100;data_rho101;data_rho102;data_rho103;data_rho104;data_rho105;data_rho106;data_rho107;data_rho108;data_rho109;data_rho110;data_rho111;data_rho112;data_rho113;data_rho114;data_rho115;data_rho116;data_rho117;data_rho118;data_rho119;data_rho120;data_rho121;data_rho122;data_rho123;data_rho124;data_rho125;data_rho126;data_rho127;data_rho128;data_rho129;data_rho130;data_rho131;data_rho132;data_rho133;data_rho134;data_rho135;data_rho136;data_rho137;data_rho138;data_rho139;data_rho140;data_rho141;data_rho142;data_rho143;data_rho144;data_rho145;data_rho146;data_rho147;data_rho148;data_rho149;data_rho150;data_rho151;data_rho152;data_rho153;data_rho154;data_rho155;data_rho156;data_rho157;data_rho158;data_rho159;data_rho160;data_rho161;data_rho162;data_rho163;data_rho164;data_rho165;data_rho166;data_rho167;data_rho168;data_rho169;data_rho170;data_rho171;data_rho172;data_rho173;data_rho174;data_rho175;time;volt;current;Volume;Aspect_Ratio;Integr_Surface_Area;centred_z;conc;content;ST;;;;
0.923454255;0.924587458;0.923578187;0.920402723;0.918709033;0.917563994;0.914489377;0.912558875;0.908288794;0.903751937;0.899331161;0.893666992;0.887511064;0.881238088;0.875640731;0.868990718;0.864699042;0.856804482;0.850105935;0.843756996;0.835422673;0.82975422;0.822806407;0.816911799;0.809688128;0.803466254;0.79825269;0.793973589;0.788536988;0.783478116;0.777151043;0.773485786;0.768358194;0.764365272;0.761457881;0.759595817;0.75529747;0.754781151;0.752817091;0.748587448;0.748331377;0.746317514;0.747380728;0.746690295;0.7469669;0.748212378;0.747084587;0.748620754;0.751108389;0.752921798;0.755745222;0.756139628;0.761037059;0.763498644;0.767028733;0.771673029;0.773764363;0.779603738;0.785164181;0.789341169;0.795602238;0.800422128;0.806222434;0.813017423;0.818465115;0.824961696;0.830415943;0.838817872;0.843865567;0.850461139;0.85740623;0.863560211;0.870942338;0.877138904;0.882135696;0.888408967;0.893465136;0.899509127;0.902356577;0.90614691;0.911062023;0.913669469;0.917408606;0.918917482;0.91993299;0.922098977;0.920457522;0.920010375;0.920754687;0.919156131;0.915781891;0.913373622;0.911651769;0.907018966;0.902832909;0.89809715;0.893084058;0.888444703;0.882545637;0.877942387;0.872099192;0.865061987;0.859274337;0.852281455;0.846490652;0.840424271;0.834602504;0.828877942;0.82253644;0.815577431;0.809339416;0.804126187;0.797554489;0.792576578;0.788871418;0.783686082;0.777219766;0.774327768;0.770368975;0.76612579;0.762091892;0.761019731;0.755343658;0.754221782;0.750661692;0.748126177;0.746589137;0.746031413;0.746440518;0.744471874;0.743473297;0.743438288;0.744366556;0.746264017;0.745784144;0.74627012;0.748272067;0.75019375;0.753675346;0.755032066;0.759873517;0.7603811;0.764372798;0.769397192;0.772483013;0.776653798;0.7817391;0.78748096;0.791070463;0.797808773;0.802074935;0.809438026;0.814284437;0.820457179;0.826386734;0.833411474;0.839190358;0.84611552;0.851822582;0.858722793;0.864422121;0.871368536;0.877110644;0.881616237;0.887412488;0.894563332;0.898806703;0.903454596;0.908307795;0.910026221;0.913733105;0.916055765;0.919539706;0.920854898;0.923356811;160.0577652;8;0.265;2.663844841;0.80866426;7.252638126;-1.771666667;;0.112296858;63.49422348;;;;
0.92508399;0.922791878;0.925034472;0.921775961;0.920501768;0.918775975;0.915623599;0.912675583;0.909271779;0.904917192;0.900292862;0.894613113;0.887641181;0.881979627;0.875132597;0.869540639;0.862755307;0.857174161;0.849773702;0.842395164;0.835537832;0.829787958;0.822760387;0.816315389;0.809485835;0.803186877;0.797738744;0.791134902;0.785328197;0.780445712;0.775262244;0.772623976;0.767429898;0.763372468;0.7604019;0.754988693;0.754114338;0.750802064;0.74850934;0.747210977;0.746889229;0.744189217;0.742465773;0.745041314;0.745245191;0.743075595;0.745210291;0.744965013;0.749069068;0.750794779;0.752007754;0.753825153;0.758620494;0.760975637;0.764391771;0.768913216;0.774338175;0.777718769;0.781993454;0.787486103;0.793598873;0.79835427;0.804090298;0.810815904;0.818550664;0.82378659;0.830468993;0.838662219;0.84362659;0.850192114;0.856994004;0.863273496;0.870347249;0.876448051;0.883830927;0.889259439;0.895021002;0.898742996;0.904837372;0.908578583;0.912573545;0.915905121;0.918491049;0.920951525;0.920960042;0.92393971;0.922205459;0.921668174;0.922325022;0.920837509;0.917184477;0.914694167;0.913337586;0.908571288;0.903922094;0.899113286;0.894270044;0.889158381;0.883511768;0.876293365;0.870386188;0.865727625;0.859846465;0.852762123;0.844491231;0.839786393;0.831474868;0.826656035;0.820570569;0.81320131;0.806878289;0.801588249;0.797104733;0.789254187;0.784538925;0.780785796;0.775549536;0.768759707;0.765813489;0.76280357;0.759690036;0.755365249;0.75074043;0.749595161;0.746003066;0.746834092;0.741852678;0.741248195;0.74160478;0.739577006;0.738513543;0.738407429;0.739257937;0.741070572;0.740498993;0.744260752;0.74563842;0.748008135;0.747940518;0.752340736;0.754293172;0.757284869;0.761357034;0.764961845;0.769194069;0.772943827;0.777872704;0.783355441;0.78785615;0.793321929;0.799760522;0.805497923;0.810920573;0.818055301;0.823897678;0.83083397;0.836519265;0.843346695;0.851355146;0.858164327;0.863770611;0.870620038;0.876262364;0.883201612;0.888308113;0.894300169;0.899191901;0.90368101;0.908021733;0.911345091;0.915797491;0.918021407;0.92141064;0.92263369;0.925045369;161.0577602;8;0.265;2.660978399;0.805405405;6.952868282;-1.763333333;;0.112417825;63.39422398;;;;
0.928418984;0.926134336;0.926016893;0.925146856;0.923079736;0.922190485;0.919069516;0.913978102;0.9094146;0.906177333;0.901634138;0.895841812;0.891359289;0.88318873;0.878774752;0.870729534;0.863936584;0.858356021;0.851566003;0.843571192;0.836711775;0.829228965;0.823134093;0.815613423;0.810675294;0.804384492;0.796694845;0.792124314;0.785875789;0.780891951;0.777097392;0.770742591;0.767577198;0.763799568;0.758609603;0.756709149;0.752366959;0.752164967;0.750071381;0.745951903;0.745202213;0.745855107;0.744130674;0.743373897;0.743579988;0.744750365;0.743543076;0.746657262;0.747391244;0.749108294;0.751828815;0.755580201;0.756893987;0.760557473;0.76622119;0.768026885;0.772777066;0.778975722;0.783318973;0.788586783;0.792383091;0.800460201;0.805851106;0.811991916;0.819729267;0.826143885;0.832996483;0.839851802;0.844823176;0.853308082;0.858207328;0.866694383;0.871583798;0.880156937;0.885101805;0.891324047;0.897008674;0.902155928;0.907776147;0.911579237;0.916737814;0.919296558;0.919990536;0.924304875;0.9235208;0.923934078;0.925538708;0.925003173;0.925665564;0.924187727;0.920548222;0.918075803;0.914707825;0.909906024;0.907389676;0.902619069;0.895536759;0.892757345;0.887293209;0.880026425;0.874076215;0.866926045;0.861037232;0.853947857;0.848064852;0.840965545;0.835019614;0.827829162;0.821747122;0.814378932;0.809031605;0.802776896;0.796127925;0.790457315;0.786224723;0.779738594;0.774528124;0.770513994;0.767629906;0.762174296;0.757861956;0.754640338;0.752466171;0.750153962;0.747699669;0.745116897;0.743529917;0.742919132;0.739923379;0.741242057;0.740178911;0.740075275;0.740930432;0.74147364;0.74218742;0.742585354;0.743955064;0.746314573;0.749688825;0.750619313;0.756086732;0.759105596;0.761352223;0.764750656;0.76940411;0.774907807;0.779882568;0.784542253;0.78958866;0.794497099;0.800934683;0.807816434;0.812239042;0.81923484;0.825461609;0.832026623;0.840093617;0.846943753;0.852575128;0.85940023;0.865020022;0.871883864;0.877548083;0.884509763;0.890260652;0.897366502;0.901259459;0.905802077;0.911003519;0.914722208;0.919155331;0.921367454;0.924748354;0.92596663;0.925044706;162.0577581;8;0.265;2.679198459;0.800718133;7.269116489;-1.758333333;;0.111653321;63.29422419;;;;
0.921713874;0.922643079;0.921427726;0.919831174;0.919200598;0.915349851;0.913606475;0.91037362;0.90575957;0.90246981;0.897865326;0.892011566;0.8874611;0.88169029;0.874728307;0.869030153;0.862137628;0.856457393;0.849567129;0.843835834;0.836872507;0.831017148;0.823889504;0.817819828;0.810423278;0.806405145;0.798628414;0.793969092;0.788326833;0.783380753;0.778510705;0.773769543;0.770371253;0.766172194;0.763068351;0.760176033;0.756532039;0.75310442;0.751148011;0.749297779;0.748874562;0.749420625;0.747593597;0.74673937;0.7468525;0.74793373;0.74664199;0.7496732;0.750328833;0.751969911;0.754616117;0.758295044;0.759541034;0.764404947;0.767551149;0.771581132;0.775165983;0.779800478;0.784042;0.78920876;0.79530466;0.802340061;0.807868408;0.812214938;0.818307472;0.823804857;0.831185708;0.837294956;0.844521371;0.85051735;0.857678552;0.863642516;0.869243573;0.876817716;0.881606293;0.887662819;0.892502713;0.898658674;0.902348783;0.906012232;0.909381571;0.91317176;0.914907193;0.91803358;0.917162005;0.919899815;0.918983044;0.91833598;0.918878122;0.917271315;0.913494236;0.910877131;0.908311015;0.905713837;0.900126892;0.895315135;0.890844867;0.887004496;0.880919319;0.874676832;0.870114826;0.862895154;0.856929983;0.849762875;0.843793814;0.836610047;0.830575273;0.825657319;0.81947382;0.812002891;0.807097336;0.802556654;0.79580931;0.79004183;0.785239482;0.7813938;0.776071822;0.771954503;0.768170832;0.763361028;0.758929177;0.755594148;0.753311683;0.752046221;0.748336621;0.745653062;0.743968181;0.743261633;0.74351981;0.741395685;0.743057324;0.743376002;0.74080452;0.7425299;0.745229762;0.745549145;0.746842975;0.749128573;0.749540082;0.753294404;0.755164115;0.758539903;0.762055775;0.76713102;0.770249424;0.774282828;0.779228394;0.784288707;0.789487955;0.794849696;0.798819267;0.806155656;0.81214853;0.816825356;0.824927031;0.829396603;0.83734717;0.844071898;0.849574214;0.856260156;0.861738116;0.868452453;0.873954939;0.880746507;0.885901082;0.890624004;0.896251045;0.900561763;0.905311011;0.908548222;0.912908186;0.915036882;0.918327457;0.919445515;0.921748114;163.0577471;8;0.265;2.649494089;0.810126582;7.226020003;-1.778333333;;0.112905104;63.19422529;;;;
0.925079218;0.926110496;0.925001542;0.921729358;0.922243578;0.918698806;0.915533542;0.913509941;0.909150926;0.90379517;0.899269223;0.893497206;0.888035521;0.881561202;0.876456273;0.868416363;0.861627406;0.856040791;0.849248121;0.841242256;0.834377453;0.828614287;0.821574969;0.815589063;0.808271907;0.801956156;0.795932652;0.789865376;0.786130147;0.781124811;0.775144276;0.770935817;0.765755863;0.761710447;0.758749714;0.756832835;0.752474609;0.749165235;0.746957064;0.745573621;0.745248388;0.742542749;0.744148331;0.743377425;0.743569401;0.744725622;0.743504081;0.746603864;0.747323232;0.7490254;0.751730712;0.754176253;0.756764192;0.759084062;0.762461717;0.76694141;0.77257668;0.77565083;0.780991822;0.786264772;0.792027722;0.797216331;0.805314339;0.809662454;0.81600532;0.823791878;0.82890084;0.835862853;0.842407274;0.850866884;0.855731282;0.864185846;0.869038621;0.875115106;0.882462379;0.888634211;0.893585502;0.898775709;0.904900229;0.908630534;0.910973333;0.91462164;0.916783289;0.920275689;0.920220679;0.920626922;0.922220188;0.921668958;0.922311307;0.920808957;0.917140169;0.9146369;0.912177569;0.907420013;0.903821168;0.899234585;0.895247893;0.889015629;0.883779079;0.877688828;0.871746742;0.864608159;0.858722767;0.851635764;0.845747414;0.838644784;0.832692241;0.827857819;0.820392614;0.814184888;0.808045713;0.801600024;0.796078318;0.790392311;0.785676442;0.779999343;0.774766917;0.770731983;0.767828135;0.762353846;0.758023596;0.75478476;0.752593994;0.751416585;0.747795879;0.74519793;0.743596098;0.742970723;0.741748381;0.741265027;0.740187733;0.740069982;0.740911005;0.742716255;0.742139441;0.742522841;0.745577918;0.746222186;0.749580977;0.752273854;0.755946551;0.758948372;0.763032876;0.764557086;0.770903128;0.77467439;0.77962751;0.784624257;0.789285971;0.794550534;0.800972878;0.806027925;0.812103132;0.819226731;0.825056397;0.831985914;0.837662969;0.84448283;0.852484153;0.856866842;0.864892486;0.871738003;0.877381819;0.883475573;0.888455212;0.894515581;0.900322166;0.90481911;0.908109465;0.912371793;0.915857419;0.918068487;0.921443788;0.922651982;0.925049116;164.0577316;8;0.265;2.660459746;0.803603604;7.211259973;-1.765;;0.112439741;63.09422684;;;;
0.918408473;0.918117623;0.918286723;0.91497859;0.916207943;0.911852527;0.909313684;0.906526933;0.902085236;0.898691829;0.894243275;0.888533014;0.884118101;0.878477255;0.871639683;0.866057025;0.859273571;0.853696118;0.846904077;0.838900849;0.832700332;0.826261299;0.819209616;0.814612604;0.808249191;0.80192466;0.796106307;0.789816653;0.786276592;0.781258878;0.775069313;0.771047066;0.765856507;0.761800911;0.758830381;0.756904046;0.752536682;0.752640584;0.750313596;0.74841611;0.74527581;0.745906331;0.74415866;0.743379456;0.743563306;0.744711376;0.746831214;0.746573121;0.747284075;0.748977674;0.75167423;0.755401041;0.756689464;0.760853519;0.765963409;0.768272035;0.772461309;0.776710523;0.783488525;0.786318881;0.792508104;0.797253006;0.80297285;0.809681541;0.815775994;0.821434241;0.828893296;0.835078262;0.840297584;0.848450889;0.853292748;0.859308003;0.866541181;0.872581039;0.87897362;0.883507653;0.890098216;0.894562396;0.898028744;0.903115338;0.906694646;0.909227474;0.912890525;0.914311651;0.913545482;0.917305078;0.915559223;0.915001783;0.91562914;0.914102855;0.910404259;0.907859004;0.906467567;0.902002222;0.896865248;0.894024252;0.888120553;0.883349551;0.877409963;0.872762729;0.866874169;0.859777329;0.85392786;0.849279149;0.841007795;0.836303322;0.830351731;0.823150059;0.817050013;0.809748372;0.805126289;0.797993111;0.793678742;0.787974438;0.783231684;0.779447149;0.774179481;0.769823252;0.766378665;0.762457221;0.758116659;0.75486791;0.752667587;0.749803637;0.747851271;0.745244585;0.743634201;0.743000427;0.73998201;0.741278251;0.740192812;0.740066935;0.740899821;0.741270361;0.742111817;0.74248685;0.743833266;0.746168994;0.749518884;0.750424258;0.754582617;0.757657114;0.761602573;0.76444564;0.767131345;0.773713753;0.776312517;0.782267303;0.786757625;0.792207026;0.798628475;0.803679877;0.809752364;0.814507208;0.822684832;0.828537851;0.833851209;0.839661722;0.847622276;0.851956871;0.859924322;0.865423746;0.872250582;0.876601817;0.882204817;0.887469576;0.894514918;0.89910072;0.901332892;0.904685029;0.909153216;0.911387819;0.914777703;0.915991176;0.918384727;165.0577273;8;0.265;2.622550133;0.809437387;6.934981499;-1.758333333;;0.114065086;62.99422727;;;;
0.923418657;0.924465938;0.923370879;0.923468493;0.921392864;0.917451467;0.915778196;0.91191534;0.908081986;0.904288046;0.898542379;0.893812444;0.887608338;0.881952254;0.875105914;0.869515586;0.862736;0.857161935;0.850379161;0.842386764;0.835533569;0.829224268;0.822759876;0.816794051;0.809494748;0.803199336;0.797890773;0.792122935;0.785872934;0.780888924;0.776510415;0.770974583;0.766308681;0.762512714;0.758609219;0.756708506;0.752367771;0.752495168;0.750192661;0.747417257;0.745202629;0.745855764;0.744131046;0.743374185;0.743580237;0.744750464;0.743543491;0.746657098;0.747391197;0.749108158;0.751828207;0.755297641;0.756893506;0.759251573;0.762625168;0.767123998;0.772780247;0.775873159;0.782101314;0.785567847;0.792318988;0.798344804;0.80408259;0.808444656;0.81618867;0.822610496;0.828129296;0.836305752;0.841266415;0.849741052;0.85461611;0.86066848;0.867940439;0.87402189;0.881379151;0.887380725;0.891592429;0.896816111;0.901192691;0.904871264;0.908220134;0.910766247;0.914446069;0.915885606;0.918491537;0.918921251;0.920535603;0.920003182;0.917326413;0.91583169;0.915193923;0.91302378;0.908302547;0.904702566;0.899638438;0.897402049;0.890132524;0.884305758;0.880928386;0.873748509;0.867874535;0.863248972;0.854964469;0.850334738;0.842083378;0.837394064;0.829097148;0.824288726;0.818210024;0.810844975;0.804522783;0.799230671;0.794910305;0.789266118;0.782188636;0.77838831;0.774527319;0.768788611;0.763919601;0.762172586;0.757860921;0.754639234;0.750353335;0.747841358;0.747698105;0.74511573;0.743528787;0.742917855;0.739922644;0.740738612;0.740178017;0.740074432;0.740528556;0.739403268;0.742186793;0.742584483;0.743954092;0.746313819;0.749393099;0.750618873;0.752968953;0.756091961;0.760081677;0.764751064;0.768166596;0.772314211;0.777370563;0.782108742;0.787844704;0.79331089;0.799751215;0.804825499;0.810919528;0.818053757;0.823903388;0.830842862;0.836532131;0.84336228;0.851371951;0.855762295;0.863797084;0.870646688;0.87629741;0.881458978;0.886482501;0.89344006;0.899241095;0.903735344;0.906834452;0.911279222;0.914229793;0.918562679;0.919731345;0.920961319;0.92337793;166.0577216;8;0.265;2.64816489;0.805054152;6.974161197;-1.751666667;;0.112961775;62.89422784;;;;
0.918381983;0.91931421;0.918097469;0.918065799;0.915853887;0.914810387;0.911525586;0.909375847;0.904886147;0.899768394;0.895596411;0.890722786;0.884899307;0.879163988;0.872238193;0.86656643;0.859702639;0.854041107;0.847171028;0.83929001;0.834501212;0.827264219;0.821121331;0.813107294;0.808069057;0.801674451;0.796265592;0.789860003;0.785941238;0.780977709;0.7746721;0.771319305;0.766672861;0.762534074;0.759484148;0.754925994;0.753039751;0.749649401;0.74727805;0.745900806;0.745499671;0.742717821;0.744249306;0.743403857;0.743521489;0.744602967;0.743307128;0.746330093;0.746972943;0.748596809;0.751221371;0.754873265;0.75608803;0.759128379;0.762363291;0.766472039;0.771526291;0.774825787;0.781563156;0.784338741;0.790526877;0.797550238;0.803198358;0.807473463;0.813927526;0.821448791;0.82647419;0.833220928;0.83979978;0.845781696;0.8529231;0.85885886;0.866004142;0.871960206;0.876698604;0.882701535;0.887475409;0.89356251;0.898392242;0.901903975;0.904009196;0.909720422;0.909911811;0.912494683;0.9137897;0.914125421;0.915640674;0.915002332;0.913954682;0.912917939;0.91016003;0.907534571;0.905321654;0.900629703;0.8962961;0.892540048;0.887386603;0.881748663;0.878300229;0.871043262;0.86509592;0.860392312;0.85445899;0.847315506;0.841374815;0.834209618;0.82819171;0.823287135;0.817109979;0.811727281;0.805592404;0.799112534;0.793453199;0.78772165;0.783960002;0.777421695;0.773677;0.769248682;0.765157251;0.76312685;0.758870883;0.755541867;0.753047887;0.748539518;0.748301606;0.745623478;0.74394391;0.743242578;0.740156164;0.741386856;0.740235357;0.740043801;0.74081082;0.742541266;0.741890038;0.742759027;0.74412648;0.745741434;0.749018212;0.75333784;0.755213396;0.758126481;0.762117404;0.76457969;0.769790067;0.773456587;0.778297266;0.782656143;0.787713187;0.792451696;0.798805187;0.805422955;0.809785166;0.816827804;0.822571967;0.829410679;0.834992443;0.841711553;0.849606208;0.855718641;0.861783137;0.866534782;0.873275774;0.878279612;0.88382258;0.890704723;0.895198305;0.899701287;0.903576852;0.908514548;0.9105725;0.91467807;0.914967046;0.919437008;0.918412315;167.0577114;8;0.265;2.624557552;0.809437387;7.163569881;-1.771666667;;0.113977842;62.79422886;;;;
0.918399809;0.916051372;0.917989751;0.914897298;0.914199567;0.911720107;0.909735689;0.906344956;0.902175253;0.898492117;0.89453478;0.88879582;0.883901765;0.878683797;0.871817806;0.866209007;0.859401598;0.853799877;0.846984366;0.838956203;0.833389508;0.826270927;0.819752963;0.813182687;0.807525495;0.801355943;0.796486091;0.789697892;0.786261086;0.781346898;0.774886589;0.771318234;0.766101825;0.762021418;0.759027009;0.757077624;0.752687985;0.751427328;0.749276155;0.745696868;0.745343138;0.745953534;0.744185923;0.74338659;0.743550271;0.74467791;0.746776657;0.746498409;0.747188845;0.748861343;0.751536554;0.75524148;0.756507313;0.761117181;0.764365141;0.766581886;0.772180093;0.776885174;0.781207536;0.786450773;0.79146106;0.797342402;0.803040674;0.809728064;0.815061866;0.821438617;0.826736153;0.834861158;0.839944969;0.845980893;0.85317985;0.859172918;0.866379661;0.872394317;0.877197778;0.883263994;0.888106944;0.89426167;0.898251927;0.902021166;0.904933542;0.908408001;0.909625461;0.913669783;0.913618933;0.914011712;0.915582754;0.915000546;0.912268165;0.91071255;0.910330804;0.90776018;0.902957688;0.89926723;0.896370199;0.891699145;0.885711882;0.881057014;0.875129492;0.870490395;0.864601141;0.857507926;0.85165823;0.847005597;0.838726348;0.834006259;0.828042367;0.820830232;0.814710206;0.809655686;0.803291616;0.797930194;0.791652712;0.786720482;0.78072506;0.776572197;0.77138107;0.767381773;0.763690592;0.759059217;0.754748563;0.751525122;0.749345435;0.748174727;0.744555441;0.74195503;0.74179809;0.739710804;0.740034228;0.737971426;0.736871018;0.736725878;0.737535125;0.739304117;0.738686254;0.742399121;0.743724791;0.745565044;0.745913018;0.750250539;0.752136494;0.755057824;0.759053641;0.764106914;0.766723156;0.770380822;0.775208972;0.779980927;0.784582279;0.789904126;0.796315234;0.801350934;0.807404311;0.814495829;0.820290005;0.827171092;0.832796343;0.839557917;0.845091413;0.851804751;0.857302778;0.864032776;0.86954564;0.876342788;0.881662249;0.887698908;0.89182371;0.896112151;0.901486551;0.904814871;0.908798853;0.911468844;0.914833588;0.91602215;0.915058573;168.0577075;8;0.265;2.612255817;0.809437387;7.158101227;-1.765;;0.114514591;62.69422925;;;;
0.920082381;0.921119236;0.920008975;0.917443953;0.917990149;0.913665567;0.911723318;0.908413353;0.904176878;0.900695085;0.894895906;0.890840087;0.886333082;0.878299066;0.873928403;0.865921742;0.861565961;0.853606371;0.846836515;0.841218776;0.834359714;0.826990868;0.821578645;0.815603838;0.808295563;0.80199023;0.796670602;0.790221383;0.784097784;0.779201632;0.775293316;0.77217442;0.767455138;0.763395878;0.760422894;0.756169481;0.754131725;0.750817982;0.748522883;0.74722207;0.746898049;0.744195154;0.742469209;0.74504254;0.745243911;0.743072153;0.745204212;0.744956855;0.749057458;0.750780477;0.750665803;0.753806168;0.758218714;0.760620539;0.764365762;0.768080858;0.77084899;0.776558727;0.781957619;0.786204646;0.790192818;0.797175152;0.80291237;0.809639564;0.815017223;0.821433627;0.826551289;0.833658312;0.840067584;0.846147611;0.853389885;0.859429622;0.865583385;0.872747901;0.877599437;0.883717225;0.88805267;0.89332143;0.897154147;0.900749074;0.904823791;0.907394093;0.911089296;0.912543922;0.915158602;0.915591779;0.913870153;0.913334854;0.913983465;0.912476571;0.910804957;0.909337216;0.904882034;0.901249885;0.898370487;0.893707395;0.887730794;0.883785835;0.877177718;0.872555998;0.866688119;0.860971589;0.853791654;0.849165109;0.843305495;0.836227563;0.830295772;0.82311823;0.817033857;0.81202027;0.805698349;0.800400094;0.796110511;0.790436821;0.784308422;0.77956347;0.776538339;0.769975545;0.766548215;0.764059006;0.759713654;0.756461418;0.754259137;0.750074001;0.749446567;0.746845194;0.745241668;0.744616534;0.741956197;0.742918264;0.74184788;0.741739078;0.742591279;0.744410123;0.743848684;0.74424983;0.745625098;0.747992683;0.751377699;0.752320074;0.757804022;0.760013528;0.76394083;0.766528829;0.771918068;0.776019781;0.781037013;0.78456932;0.789062557;0.79629428;0.800949175;0.806012033;0.812101268;0.819231685;0.82507538;0.829645278;0.83769783;0.844437715;0.850138687;0.856937011;0.862528315;0.869360449;0.87498588;0.879368904;0.885034798;0.889426315;0.896080876;0.900671072;0.902907839;0.909662205;0.910749334;0.913922239;0.916399828;0.917631708;0.920045905;169.0576992;8;0.265;2.630290217;0.809782609;6.904330533;-1.753333333;;0.113729429;62.59423008;;;;
0.918403544;0.919406081;0.918259713;0.916664615;0.9153937;0.912501232;0.908549917;0.906442495;0.903322367;0.898616337;0.895665555;0.889925203;0.884068165;0.879810315;0.872947689;0.867337932;0.860537469;0.854938749;0.848130509;0.840107916;0.835515578;0.827443628;0.821756914;0.816738489;0.809404231;0.803218381;0.79773334;0.793367648;0.787547841;0.782656355;0.77869078;0.77301789;0.768482695;0.764688859;0.761778706;0.758729611;0.755966371;0.75441216;0.752062335;0.750712218;0.749405738;0.74760117;0.745840138;0.745049461;0.745223923;0.74636502;0.748480273;0.748219741;0.748930367;0.7528661;0.753326121;0.757058791;0.759931865;0.764222923;0.767652671;0.769635552;0.774185053;0.778022361;0.784780437;0.790003813;0.793757125;0.798485499;0.806561354;0.810884799;0.817779666;0.822905122;0.83006194;0.836241576;0.842580241;0.848977117;0.854437848;0.860449445;0.867678491;0.873720446;0.87912758;0.884650375;0.889524198;0.895434444;0.898132055;0.901915502;0.906774586;0.909297132;0.912066658;0.914358679;0.916931551;0.91732679;0.91556985;0.915001518;0.915617978;0.914081043;0.910368962;0.908544292;0.90641091;0.902758846;0.900225733;0.895346431;0.88948598;0.884780327;0.87880908;0.874131898;0.868211187;0.863543801;0.857646619;0.850549023;0.844648703;0.837532142;0.831564343;0.826712109;0.820596017;0.813193678;0.807646532;0.803881454;0.797787786;0.79270122;0.786779943;0.782291417;0.777765358;0.773435353;0.769926613;0.765010434;0.763422049;0.76027787;0.757840924;0.753285611;0.753059195;0.750401654;0.748747496;0.748076954;0.745028869;0.746301872;0.745199868;0.745063891;0.745893108;0.744347481;0.747117138;0.747508135;0.748877192;0.751242249;0.754628124;0.755578328;0.758632781;0.760543884;0.764633006;0.769856883;0.772519879;0.776303649;0.78127151;0.785928409;0.790969786;0.79580201;0.80171493;0.807236241;0.813290787;0.819472172;0.826208181;0.830749654;0.836402271;0.843194528;0.848765173;0.855520377;0.861065957;0.867849208;0.873422558;0.880093509;0.88510423;0.890307081;0.894611802;0.899186286;0.903382708;0.907699015;0.909203863;0.911424866;0.91480365;0.916006435;0.918389114;170.057694;8;0.265;2.636821239;0.814882033;8.522513257;-1.753333333;;0.113447738;62.4942306;;;;
