data_rho1;data_rho2;data_rho3;data_rho4;data_rho5;data_rho6;data_rho7;data_rho8;data_rho9;data_rho10;data_rho11;data_rho12;data_rho13;data_rho14;data_rho15;data_rho16;data_rho17;data_rho18;data_rho19;data_rho20;data_rho21;data_rho22;data_rho23;data_rho24;data_rho25;data_rho26;data_rho27;data_rho28;data_rho29;data_rho30;data_rho31;data_rho32;data_rho33;data_rho34;data_rho35;data_rho36;data_rho37;data_rho38;data_rho39;data_rho40;data_rho41;data_rho42;data_rho43;data_rho44;data_rho45;data_rho46;data_rho47;data_rho48;data_rho49;data_rho50;data_rho51;data_rho52;data_rho53;data_rho54;data_rho55;data_rho56;data_rho57;data_rho58;data_rho59;data_rho60;data_rho61;data_rho62;data_rho63;data_rho64;data_rho65;data_rho66;data_rho67;data_rho68;data_rho69;data_rho70;data_rho71;data_rho72;data_rho73;data_rho74;data_rho75;data_rho76;data_rho77;data_rho78;data_rho79;data_rho80;data_rho81;data_rho82;data_rho83;data_rho84;data_rho85;data_rho86;data_rho87;data_rho88;data_rho89;data_rho90;data_rho91;data_rho92;data_rho93;data_rho94;data_rho95;data_rho96;data_rho97;data_rho98;data_rho99;data_rho100;data_rho101;data_rho102;data_rho103;data_rho104;data_rho105;data_rho106;data_rho107;data_rho108;data_rho109;data_rho110;data_rho111;data_rho112;data_rho113;data_rho114;data_rho115;data_rho116;data_rho117;data_rho118;data_rho119;data_rho120;data_rho121;data_rho122;data_rho123;data_rho124;data_rho125;data_rho126;data_rho127;data_rho128;data_rho129;data_rho130;data_rho131;data_rho132;data_rho133;data_rho134;data_rho135;data_rho136;data_rho137;data_rho138;data_rho139;data_rho140;data_rho141;data_rho142;data_rho143;data_rho144;data_rho145;data_rho146;data_rho147;data_rho148;data_rho149;data_rho150;data_rho151;data_rho152;data_rho153;data_rho154;data_rho155;data_rho156;data_rho157;data_rho158;data_rho159;data_rho160;data_rho161;data_rho162;data_rho163;data_rho164;data_rho165;data_rho166;data_rho167;data_rho168;data_rho169;data_rho170;data_rho171;data_rho172;data_rho173;data_rho174;data_rho175;time;volt;current;Volume;Aspect_Ratio;Integr_Surface_Area;centred_z;conc;content;ST;;;;;;
0.918469489;0.916293887;0.915298639;0.915485794;0.910745875;0.908135368;0.904026101;0.898529809;0.892865517;0.886324008;0.879657004;0.871784466;0.865246966;0.857118933;0.848596959;0.838523779;0.829697015;0.821807356;0.810819909;0.803090796;0.793847568;0.783775234;0.776852182;0.768561395;0.760804658;0.751928127;0.744589895;0.738335993;0.731455054;0.725811563;0.719431124;0.714199029;0.71004701;0.703357287;0.699283535;0.696652105;0.693024748;0.69035341;0.688612543;0.684409989;0.684487964;0.682107762;0.680619364;0.680016015;0.680294718;0.681453963;0.683504617;0.683093959;0.686880011;0.688345813;0.690659184;0.693918098;0.698152888;0.699851293;0.70611717;0.709840649;0.71462001;0.720518084;0.727601358;0.732442203;0.741536679;0.748568274;0.755154013;0.762313393;0.770083897;0.778999289;0.787347961;0.795166897;0.804848677;0.813267521;0.82283725;0.831190607;0.840761337;0.849151381;0.858832381;0.865775258;0.874032227;0.880830933;0.888322028;0.893701563;0.898790029;0.903044633;0.907946091;0.910367769;0.913114799;0.913681325;0.915425123;0.915015604;0.912454706;0.911069097;0.907504617;0.905091484;0.90043789;0.893858223;0.888171469;0.882714646;0.875552019;0.868663615;0.860558109;0.853784584;0.843321592;0.836629013;0.828714899;0.81959741;0.809281808;0.802507104;0.792094159;0.784076865;0.776871646;0.768917586;0.76100346;0.753346263;0.746008473;0.738414447;0.731999585;0.726881412;0.719065123;0.714144728;0.710154907;0.70446958;0.699374529;0.697043989;0.692164927;0.688284959;0.685361821;0.683368927;0.68228454;0.681350943;0.679429072;0.677664294;0.676780512;0.676773929;0.677646166;0.679399336;0.678685905;0.682229517;0.683301815;0.685280592;0.688191061;0.6920569;0.695549813;0.699238302;0.702541596;0.707781547;0.712293812;0.718861401;0.722730778;0.731154021;0.736089281;0.744288665;0.751010258;0.758664482;0.767270272;0.774505159;0.782754913;0.791116781;0.800074573;0.806821988;0.81710987;0.82619076;0.834060458;0.843187755;0.851123829;0.860169042;0.868473265;0.875340218;0.882846137;0.887914637;0.893577737;0.900520748;0.905158883;0.907663179;0.911104587;0.915809909;0.915018073;174.0574522;8;0.267;2.404923428;0.740471869;6.604644451;-1.788333333;;0.011289237;42.60882976;;;;;;
0.916789037;0.917922947;0.916905839;0.913714043;0.91168086;0.907414503;0.904268342;0.898793414;0.892111158;0.886666161;0.87996634;0.872061598;0.865427195;0.855252899;0.846340161;0.838683459;0.829830383;0.819882088;0.810902193;0.803145822;0.794115051;0.786139274;0.776835118;0.768524031;0.759148597;0.752385553;0.744492134;0.737471511;0.731822034;0.724229346;0.719047439;0.712875733;0.708480477;0.705360349;0.699704821;0.695081394;0.691447741;0.688770643;0.6870219;0.68617844;0.682875677;0.683822836;0.682310739;0.681687611;0.681945271;0.683088663;0.68177431;0.684698815;0.685162803;0.689930973;0.691554886;0.693516488;0.696213648;0.701420617;0.706711765;0.711409871;0.716195716;0.721753785;0.726745124;0.733598397;0.739249635;0.746793907;0.754266217;0.762190363;0.770802748;0.778997051;0.786541985;0.795876219;0.804776683;0.813174549;0.822716642;0.831043373;0.84025751;0.84894984;0.858602824;0.864579637;0.872519663;0.880504571;0.887958496;0.892174912;0.897253836;0.903392572;0.907212435;0.908787303;0.911516499;0.912059899;0.913779359;0.913344583;0.911968174;0.909341425;0.905743664;0.903296591;0.898633844;0.894315577;0.888589309;0.881551889;0.87590106;0.86897914;0.860839133;0.853334264;0.843541456;0.836820145;0.826451932;0.819737603;0.809391029;0.802593642;0.792158379;0.785179339;0.776365242;0.767256134;0.760976681;0.753292543;0.746546718;0.738324744;0.733371473;0.725283619;0.721240564;0.714669215;0.709171578;0.7047643;0.701393355;0.695473673;0.69409012;0.690168546;0.687206352;0.685180872;0.680684566;0.680479025;0.677806297;0.679362648;0.67845722;0.678432647;0.679285437;0.67767589;0.680298607;0.680451329;0.684890884;0.686863682;0.689765012;0.690134603;0.694953752;0.699937788;0.704113279;0.708450465;0.713874912;0.719211946;0.724331034;0.729348404;0.736180945;0.743131673;0.751062552;0.758149966;0.765615945;0.774487798;0.782718849;0.791996298;0.799992117;0.807780671;0.816974105;0.826027919;0.833872172;0.842966391;0.850874248;0.860108568;0.867661971;0.874997205;0.881320118;0.88960143;0.895449885;0.900197711;0.903583156;0.90931785;0.912833197;0.914172658;0.916689602;175.0574391;8;0.267;2.40218284;0.743636364;6.73763867;-1.783333333;;0.011302117;42.60428437;;;;;;
0.915098916;0.91283877;0.912774415;0.911848091;0.909449641;0.905420109;0.902206003;0.896660935;0.892178989;0.884750044;0.878025194;0.870091558;0.863492097;0.85569188;0.846718883;0.836584344;0.827695665;0.819995677;0.811066268;0.803258395;0.79181932;0.785123496;0.776001365;0.76845743;0.761056262;0.753348291;0.745779806;0.73953088;0.731017666;0.726812933;0.720341851;0.715021338;0.709554131;0.704023327;0.701865887;0.697173544;0.693475836;0.69073915;0.688934088;0.68803815;0.684685152;0.68224014;0.684029572;0.683363484;0.683580396;0.681347455;0.683336468;0.686227599;0.68665899;0.688348788;0.692242409;0.694147793;0.697593794;0.702770315;0.705410675;0.71221339;0.717470457;0.722110838;0.727053961;0.734803329;0.740371106;0.747202382;0.755354643;0.762283417;0.770156219;0.77900218;0.786497307;0.7950307;0.804636435;0.812984302;0.82007953;0.830744312;0.837802976;0.848538131;0.855644817;0.864049463;0.871260327;0.87724728;0.884590231;0.890678206;0.895448633;0.898806488;0.903519136;0.907314531;0.909997483;0.910491962;0.912159724;0.911671828;0.909028559;0.907556239;0.903899124;0.901390308;0.896635859;0.892457142;0.88671304;0.8796562;0.873982574;0.867036682;0.858868841;0.852037753;0.843990945;0.834762251;0.82678786;0.817609947;0.809619008;0.800393451;0.792286083;0.785258319;0.776920806;0.769603099;0.760919543;0.753192523;0.747451405;0.739666993;0.733214047;0.727999774;0.720924779;0.717181272;0.711590695;0.70709954;0.703648905;0.697654602;0.696202542;0.692215771;0.689192874;0.687110182;0.685938813;0.68230406;0.682930585;0.681093733;0.680147191;0.680081408;0.680894819;0.682597924;0.681838225;0.685333449;0.686366734;0.68830795;0.691182306;0.695017796;0.696359871;0.702143996;0.705423684;0.709739395;0.715138873;0.721691128;0.725551452;0.731505928;0.7387626;0.744508599;0.753241445;0.759267005;0.767294131;0.775728885;0.78264277;0.79187442;0.79981959;0.808877211;0.816696845;0.825696067;0.833487015;0.842522746;0.850370896;0.859539833;0.866426342;0.87274229;0.880018559;0.886653202;0.892201641;0.897546988;0.902123716;0.907813976;0.911280924;0.912569849;0.913938901;176.0574284;8;0.267;2.393391136;0.746812386;6.540991698;-1.805;;0.011343633;42.59973896;;;;;;
0.916791007;0.914591056;0.916915752;0.913728141;0.911699203;0.907436736;0.904294546;0.898823697;0.892053533;0.886614128;0.879919249;0.872019589;0.86295599;0.85521982;0.846311663;0.838659414;0.829810372;0.819762013;0.81089003;0.803137206;0.791963013;0.783784148;0.77683701;0.768529422;0.759070831;0.752397731;0.744507624;0.737490378;0.731766832;0.72417908;0.719076017;0.712585302;0.708443117;0.705327091;0.699675006;0.695055381;0.691424958;0.68875145;0.687005775;0.686165325;0.682865943;0.683816025;0.682307239;0.681686994;0.681947534;0.68309423;0.681782788;0.684710233;0.685177633;0.687557234;0.691503857;0.693469104;0.696241615;0.701452394;0.704117861;0.711449349;0.71623958;0.721727549;0.726721828;0.733656254;0.739247248;0.74678023;0.754340838;0.762183508;0.770102917;0.778997196;0.786545333;0.79598959;0.804787068;0.813189101;0.821360156;0.831065549;0.838180985;0.848980618;0.856151588;0.864619903;0.871902857;0.878053805;0.885376489;0.892142766;0.897225825;0.902644157;0.907192801;0.908771513;0.911504917;0.912052477;0.913775654;0.913344994;0.910760944;0.909350091;0.905756503;0.903313231;0.898626425;0.894245886;0.888525512;0.88149323;0.875848082;0.868931173;0.860796312;0.85338328;0.845982075;0.836790644;0.828855764;0.819716657;0.810038519;0.802580284;0.794514382;0.785173363;0.776883583;0.769617715;0.760981196;0.753366161;0.746557706;0.740771416;0.734349262;0.72690865;0.721270726;0.716460726;0.712480801;0.706811192;0.701359053;0.698983335;0.694063159;0.690144843;0.687303209;0.685163875;0.684049467;0.683827957;0.68114579;0.679357909;0.678455779;0.678434087;0.679289764;0.681030675;0.681974806;0.683841045;0.684907882;0.686883768;0.689788258;0.693657109;0.698382825;0.700842436;0.704151217;0.708492732;0.714402407;0.720502789;0.724799493;0.731253159;0.73855414;0.74434975;0.752186021;0.758687261;0.767277163;0.774750788;0.782724532;0.792005798;0.800005177;0.809119506;0.816994745;0.826052616;0.833901354;0.842999522;0.850912483;0.86015139;0.867620998;0.875050184;0.881287001;0.887564683;0.895425001;0.90027364;0.90356609;0.909305011;0.912749837;0.914167716;0.916688779;177.0574162;8;0.268;2.402905319;0.743636364;6.761206706;-1.79;;0.011298719;42.59519356;;;;;;
0.916800301;0.917955446;0.916959387;0.913788016;0.911777414;0.907532104;0.904409229;0.89895606;0.894569643;0.887693053;0.881000699;0.873102193;0.866541243;0.856315179;0.849197205;0.839764263;0.830924319;0.82198247;0.812024087;0.804284363;0.795268742;0.787312808;0.77802696;0.769734851;0.760901908;0.753638605;0.745768539;0.738772561;0.733482651;0.725875018;0.720435476;0.714296068;0.710094955;0.706927989;0.701310112;0.696685245;0.69305215;0.690377657;0.688633086;0.687795919;0.684501916;0.684911609;0.683960326;0.683351054;0.683624505;0.684788381;0.683494214;0.686443386;0.686933241;0.688322427;0.692659919;0.697300336;0.698118221;0.703363676;0.706073678;0.712853963;0.718287519;0.722845631;0.727837067;0.735880925;0.741546106;0.748482746;0.75634994;0.763334855;0.771268694;0.780178042;0.787736996;0.796340815;0.806020165;0.814442082;0.82161682;0.832367876;0.839510781;0.850339895;0.857546659;0.866052473;0.873373145;0.879471964;0.88693304;0.892006093;0.897106327;0.901550645;0.906409466;0.908704497;0.91145379;0.912020327;0.913762007;0.913348149;0.910780681;0.909386216;0.905811681;0.903384986;0.898716715;0.892551683;0.889259989;0.880932738;0.874306946;0.867431992;0.861742979;0.852577636;0.844602241;0.835438959;0.827534631;0.81842231;0.810497838;0.80133237;0.793291632;0.786328804;0.77805123;0.769032613;0.7614041;0.754517621;0.746098526;0.739592428;0.73466508;0.726952922;0.722589057;0.716307912;0.710798409;0.706382835;0.703004381;0.697081268;0.6956946;0.691773028;0.68881278;0.686790899;0.684988332;0.682102892;0.682786533;0.681006901;0.680116511;0.680107171;0.680977187;0.681770695;0.682034318;0.682476678;0.686680686;0.68868255;0.691619347;0.693561082;0.69688161;0.701025254;0.706133532;0.710524452;0.716004557;0.720305997;0.726589616;0.731679785;0.737994212;0.74562828;0.752204623;0.760850808;0.7684298;0.775681415;0.783927375;0.790967464;0.80124865;0.81038682;0.818285464;0.827371411;0.835250795;0.844384174;0.852330853;0.859062706;0.867444405;0.876588467;0.882202578;0.889199188;0.895317679;0.902023395;0.90486451;0.909248806;0.912787449;0.914147666;0.916685528;178.057409;8;0.268;2.408282387;0.745454545;6.79795138;-1.791666667;;0.011273492;42.59064814;;;;;;
0.916762365;0.914491825;0.916123921;0.91348654;0.911388806;0.907054246;0.902822146;0.898302709;0.893044903;0.884901897;0.878159727;0.872327576;0.863600652;0.855788905;0.846801946;0.836656058;0.827754327;0.820043318;0.811099281;0.80142183;0.791835198;0.783806674;0.774444936;0.766466745;0.760408707;0.751448368;0.743917814;0.737706097;0.730957864;0.725043857;0.718595188;0.713299397;0.709085841;0.70233077;0.700187954;0.695504899;0.691816917;0.689084759;0.687283186;0.685064513;0.683033397;0.680588995;0.681430621;0.681697612;0.681908588;0.67966217;0.68163694;0.6845138;0.684924988;0.686235112;0.68963664;0.691623892;0.69576148;0.700905705;0.704748955;0.710770175;0.715485781;0.721318784;0.727122606;0.732662776;0.739525383;0.747015526;0.75305706;0.762301446;0.769376372;0.77757429;0.786487737;0.79501023;0.802312989;0.812437871;0.820026794;0.828271543;0.837724892;0.848451103;0.855547647;0.863935964;0.871136205;0.878748751;0.884432833;0.89050885;0.897707723;0.901408007;0.904150019;0.909043154;0.911706842;0.912185367;0.913839397;0.913337915;0.910683015;0.909202772;0.905541777;0.903026948;0.898273383;0.892659627;0.888643732;0.880230082;0.874136361;0.867173989;0.860778628;0.852146129;0.844089146;0.834843402;0.826862385;0.817672091;0.809670911;0.801061125;0.79231232;0.784049984;0.776927489;0.768698384;0.760904066;0.754726707;0.746368675;0.740480538;0.733090668;0.726192128;0.720857646;0.71542767;0.709859439;0.705387515;0.701954031;0.695973048;0.694532839;0.690552628;0.687538765;0.685456977;0.684289825;0.680654741;0.681277285;0.679439444;0.678485188;0.678409308;0.679215339;0.680903675;0.68012725;0.683608044;0.684619494;0.686538224;0.689388334;0.69319328;0.696482094;0.70025433;0.703498523;0.708478027;0.713125638;0.719625636;0.725162016;0.732382672;0.738630514;0.744543905;0.751190308;0.758769959;0.76729969;0.774456183;0.782626758;0.791846695;0.799780499;0.80883279;0.816639657;0.825627725;0.833402327;0.842429534;0.851294158;0.859414697;0.86739139;0.87414278;0.881856743;0.889194246;0.894786228;0.899303412;0.903859693;0.908653862;0.911103758;0.914252742;0.916702937;179.0574069;8;0.268;2.397082609;0.743636364;6.531954373;-1.796666667;;0.011326164;42.5861027;;;;;;
0.91347448;0.914643135;0.913656187;0.912948837;0.90904638;0.906490802;0.902432177;0.896982802;0.891223943;0.884860531;0.87822888;0.870391983;0.862221186;0.853707678;0.844846944;0.837241743;0.828435719;0.818435079;0.809596588;0.799516743;0.790529357;0.782592003;0.773903308;0.766527077;0.757708141;0.74893607;0.743444118;0.734161275;0.729346174;0.721840119;0.715603149;0.710392081;0.706311188;0.701937814;0.697658504;0.693090269;0.689507645;0.686877977;0.685170754;0.682276143;0.681104627;0.678742665;0.680609089;0.68001499;0.680300728;0.678131064;0.68018044;0.68312838;0.683612781;0.684992581;0.687287498;0.69052418;0.694729856;0.69994958;0.702622401;0.70767655;0.714755196;0.720271409;0.725306296;0.732174503;0.737892293;0.745474593;0.752844592;0.760942976;0.769373672;0.777686019;0.785395496;0.794005503;0.802826253;0.812121793;0.821695562;0.830052317;0.839624282;0.84801761;0.856360935;0.863703705;0.872095371;0.879686581;0.884527752;0.891868997;0.89698697;0.901860401;0.906744836;0.908637582;0.911404938;0.911987554;0.913746977;0.9133508;0.910801025;0.909424334;0.906243231;0.903457381;0.898805717;0.895038823;0.889338334;0.882330506;0.874078475;0.867226168;0.85915686;0.852414164;0.84445779;0.835314317;0.827426512;0.818331662;0.810424298;0.801276913;0.79122759;0.783939496;0.775686512;0.768445462;0.759839284;0.752187364;0.745462899;0.738139682;0.731812792;0.725875835;0.718911347;0.712992591;0.706914987;0.702578108;0.699271442;0.694205091;0.69208423;0.688211208;0.685300974;0.68331789;0.682240743;0.678697823;0.67940663;0.677648901;0.676776507;0.676779541;0.677658013;0.676075523;0.678720099;0.6788929;0.683353697;0.685343287;0.688083387;0.690713139;0.693476466;0.69829667;0.702658056;0.707004064;0.712435468;0.717761181;0.722900741;0.727919308;0.734851073;0.741702312;0.749804489;0.756712842;0.764169669;0.773195266;0.781593473;0.78853555;0.798928184;0.805677392;0.815970426;0.822623814;0.832925296;0.842050386;0.849983935;0.858222019;0.867267667;0.873655215;0.881004726;0.886747453;0.892398566;0.898762073;0.903421881;0.909193772;0.909405642;0.914127322;0.9133495;180.0573959;8;0.268;2.391364213;0.741818182;6.677066401;-1.801666667;;0.011353248;42.58155729;;;;;;
0.916785093;0.914568405;0.91352959;0.913672034;0.910060813;0.907348062;0.903291508;0.897769616;0.890946861;0.885513932;0.87881852;0.870919747;0.864351328;0.854115262;0.847644307;0.837544485;0.828687943;0.818634014;0.809750588;0.801986068;0.79294927;0.784084756;0.7750457;0.767325541;0.757594799;0.75116109;0.745094881;0.736215081;0.730029483;0.722463627;0.71772731;0.711531617;0.706776993;0.703673208;0.698028603;0.693415707;0.692165728;0.68711807;0.685372463;0.684530224;0.681226379;0.682170663;0.680652872;0.68002271;0.680271384;0.681402084;0.680074399;0.682983583;0.683427279;0.688175671;0.690457008;0.693685206;0.695084855;0.69955199;0.705538236;0.709466569;0.714206259;0.720061987;0.727101126;0.731450253;0.740498314;0.745643793;0.751910183;0.761546542;0.768937285;0.777821499;0.786363508;0.793919342;0.803562751;0.811940434;0.821466278;0.829772968;0.839293782;0.847630532;0.854772029;0.863206514;0.872649048;0.879061647;0.884751677;0.8922682;0.897334522;0.900958438;0.905768289;0.90883243;0.910743837;0.912082983;0.913790744;0.91334308;0.910741787;0.909315749;0.905707963;0.903142112;0.897430709;0.891537473;0.887413502;0.880662677;0.873273151;0.866844069;0.859694822;0.850383219;0.842399033;0.83323056;0.825312263;0.816186737;0.808244854;0.799065583;0.791001755;0.78165411;0.774241313;0.766076748;0.757595884;0.751492449;0.742951955;0.737090681;0.729720076;0.723480225;0.719549504;0.712918777;0.707443932;0.703054098;0.699700646;0.693792738;0.692421534;0.688507742;0.685552235;0.683530515;0.679035823;0.678830102;0.677674941;0.677707181;0.676794523;0.676761526;0.677603902;0.675981079;0.678587821;0.678723465;0.683141073;0.685092026;0.687969192;0.68860698;0.693096959;0.69876017;0.702183318;0.706477678;0.711856758;0.718058873;0.722206681;0.727717795;0.735031634;0.740829022;0.749697797;0.755652864;0.76374485;0.771947248;0.781520558;0.788418561;0.798762959;0.805468009;0.815710311;0.824742783;0.832561787;0.841633831;0.849512082;0.858710097;0.8667329;0.873530302;0.881416042;0.886237543;0.892105307;0.899023369;0.903632683;0.906000108;0.910827299;0.91418656;0.91335722;181.0573866;8;0.268;2.390252613;0.741818182;6.753763188;-1.801666667;;0.011358528;42.57701188;;;;;;
0.915186123;0.916441296;0.915542994;0.912623129;0.910551593;0.909185924;0.903364117;0.897997798;0.893026695;0.886927428;0.881105037;0.872706491;0.864359667;0.856730824;0.847923751;0.837956178;0.829227141;0.821684558;0.812907011;0.802892356;0.793973156;0.785551437;0.776610139;0.768696937;0.759078416;0.752760771;0.744966535;0.736911245;0.731979962;0.724620532;0.718349977;0.713217355;0.709162566;0.702568096;0.700291728;0.696034758;0.692486916;0.689897608;0.68768592;0.684107528;0.684260848;0.681950892;0.680537539;0.680006202;0.68035504;0.68158908;0.681164077;0.683373801;0.683922964;0.688777399;0.691172006;0.694510666;0.69531916;0.700615196;0.705607771;0.710765871;0.715670941;0.721673247;0.726045214;0.733381864;0.73907843;0.746388586;0.754403564;0.761986003;0.77000479;0.778999988;0.786649374;0.795338287;0.802736254;0.811234926;0.820883154;0.829315135;0.838965678;0.847433625;0.85470916;0.863283592;0.870671428;0.878657388;0.884358618;0.890636992;0.895595547;0.900970474;0.904926658;0.906634445;0.909493262;0.910166786;0.912012615;0.911700882;0.90923291;0.907936998;0.904457741;0.901872785;0.896340475;0.890656778;0.884815733;0.879784599;0.872741433;0.864950917;0.856999554;0.850371769;0.842523516;0.83348768;0.825167157;0.816003227;0.806491169;0.797796128;0.789505596;0.781484154;0.774461836;0.764938673;0.758754096;0.748888493;0.744289638;0.736372801;0.730550807;0.722679526;0.717854608;0.711377165;0.706042042;0.701790014;0.698562203;0.692782677;0.691526311;0.687725724;0.684884763;0.682968734;0.679247043;0.678479837;0.675905286;0.677557569;0.676747751;0.676813186;0.677707966;0.676234617;0.678943132;0.679179923;0.680305822;0.682336535;0.685292218;0.689206024;0.694112496;0.696467879;0.701272823;0.704562254;0.709630876;0.716231483;0.721777401;0.729185971;0.73553177;0.741654487;0.748462282;0.756200826;0.764888954;0.772205148;0.780534244;0.788696446;0.798011278;0.807228999;0.815201844;0.824360533;0.832308677;0.841513259;0.84952736;0.858867855;0.867035577;0.873981353;0.88206341;0.887002945;0.892989056;0.900026664;0.904760017;0.907253949;0.910899215;0.915700225;0.915005166;182.0573866;8;0.268;2.390561405;0.743169399;6.595955428;-1.801666667;;0.011357061;42.57246642;;;;;;
0.915177945;0.913082288;0.912162761;0.912421847;0.907628727;0.906324845;0.90122844;0.895880774;0.891883224;0.883949373;0.877405901;0.869657227;0.863231586;0.855601076;0.84679424;0.8368222;0.82808861;0.820541122;0.810646198;0.801734608;0.792807021;0.783486688;0.775720987;0.767496517;0.76023564;0.752560266;0.745172876;0.739091517;0.730695854;0.725461075;0.720365218;0.714997895;0.707470597;0.704456596;0.698900684;0.697856918;0.694282487;0.689509904;0.686588309;0.685832095;0.68261402;0.683643144;0.682216;0.681674198;0.682013475;0.683241209;0.682008532;0.685018851;0.685567766;0.687519179;0.691540976;0.69357923;0.696984417;0.70228992;0.705055705;0.71213022;0.715555492;0.7222685;0.726761131;0.735176608;0.74090681;0.747913188;0.756129005;0.763187895;0.771194979;0.777821031;0.787059334;0.796497387;0.803886307;0.812377864;0.822022282;0.830449985;0.840096415;0.848565013;0.855839349;0.864412723;0.871805454;0.878784482;0.88542352;0.891789716;0.8967592;0.901045056;0.904987675;0.906683336;0.909529929;0.910188766;0.912021723;0.911697808;0.909217881;0.907908843;0.904415056;0.902069837;0.897478509;0.89103007;0.885493823;0.879913104;0.873151444;0.866292149;0.858406425;0.849237201;0.841392195;0.834802136;0.824564857;0.817967224;0.807738329;0.800937624;0.791764378;0.783839889;0.773639195;0.766112615;0.759921083;0.751316664;0.74328665;0.739033881;0.732647363;0.723820185;0.719936148;0.713404677;0.708025882;0.70372754;0.700462606;0.694645396;0.693357941;0.689529091;0.686660147;0.684721607;0.680312661;0.680192288;0.677602287;0.679167849;0.678418538;0.678474912;0.679277464;0.677883537;0.680589055;0.680824878;0.681952077;0.683985987;0.686946755;0.690868754;0.695784211;0.698153575;0.701509459;0.705904005;0.711369299;0.717340954;0.7230511;0.729595768;0.736986568;0.742875915;0.749667864;0.755955345;0.763711179;0.772544515;0.779334755;0.788702689;0.796782567;0.805975573;0.813929616;0.823064872;0.830990507;0.840163673;0.84814949;0.857460735;0.864767745;0.872498506;0.878688194;0.887094886;0.893067517;0.896703082;0.901442962;0.907294191;0.910619741;0.912378571;0.913200553;183.0573735;8;0.268;2.38885792;0.744990893;6.77689904;-1.793333333;;0.011365159;42.56792103;;;;;;
0.913494033;0.91470047;0.913751212;0.910638656;0.909744308;0.907208419;0.901344754;0.897750533;0.891024495;0.884710702;0.878854194;0.870342965;0.86228708;0.854636201;0.845803202;0.83580932;0.8270522;0.817090869;0.808299132;0.798255937;0.790035281;0.781405458;0.772164826;0.763907011;0.756607934;0.748949869;0.74162411;0.735418341;0.726884477;0.721576276;0.716994431;0.710973558;0.704156442;0.701160641;0.695622984;0.691106938;0.687575499;0.684989481;0.683328064;0.68256677;0.679335944;0.677011319;0.678908239;0.67834251;0.678658245;0.677907222;0.678584575;0.681556081;0.682059227;0.68345618;0.68784274;0.689932548;0.693239576;0.698470786;0.70115397;0.708501563;0.713303822;0.718797047;0.723874668;0.730736095;0.736540429;0.744159852;0.751403979;0.759698332;0.76768153;0.776226735;0.78424906;0.792889359;0.802610547;0.811066197;0.820670724;0.829056487;0.837023967;0.847078438;0.854302084;0.862821144;0.871682473;0.878856909;0.883964996;0.891571463;0.896727492;0.901131315;0.906041194;0.908492349;0.911297183;0.911919347;0.91371626;0.913357729;0.910845393;0.909506054;0.905986788;0.903615165;0.899001939;0.892995889;0.887381231;0.880449378;0.8740792;0.867738817;0.858738531;0.850802535;0.842904251;0.83381744;0.825981597;0.816935394;0.809071582;0.799967623;0.79197848;0.782708189;0.77446193;0.765442896;0.757991237;0.751077063;0.742996873;0.736208302;0.729234351;0.72422704;0.716812413;0.712015447;0.708036676;0.702359812;0.69715847;0.693282553;0.690084013;0.686265424;0.683399941;0.681459783;0.680425924;0.676918988;0.677661554;0.675939545;0.675096127;0.675126102;0.676032869;0.676214671;0.677139092;0.677331441;0.681812445;0.683818065;0.68675241;0.687148305;0.691991779;0.696666626;0.701193493;0.7055472;0.710984532;0.716317799;0.721456533;0.726474864;0.733526009;0.740254631;0.748549388;0.755253923;0.762699483;0.771715831;0.780467517;0.787439843;0.79786176;0.804674139;0.81496232;0.824074032;0.831971821;0.841126799;0.849087948;0.85837633;0.866484395;0.873310086;0.880697919;0.885978778;0.891653824;0.89856716;0.90326538;0.908770858;0.911379365;0.914083941;0.913343811;184.0573666;8;0.267;2.384926013;0.74;6.699806734;-1.79;;0.011383897;42.56337561;;;;;;
